,Year,From_League,To_League,Longitude,Latitude,Distinction,Season,From_League_name,To_League_name,Fee_total,From_To,From_Country
210,2018,FR1,IT1,10.7278848450857,43.1383888775321,9,18/19,Ligue 1,Serie A,68700000,Ligue 1Serie A,France
211,2018,FR1,IT1,11.7153269828259,42.8915064261303,10,18/19,Ligue 1,Serie A,68700000,Ligue 1Serie A,France
212,2018,FR1,IT1,12.7105757975221,42.6782630978858,11,18/19,Ligue 1,Serie A,68700000,Ligue 1Serie A,France
213,2018,IT1,FR1,12.7174978118279,42.6726928267669,0,18/19,Serie A,Ligue 1,38150000,Serie ALigue 1,Italy
214,2018,IT1,FR1,11.8498773442848,43.2048841875529,1,18/19,Serie A,Ligue 1,38150000,Serie ALigue 1,Italy
215,2018,IT1,FR1,10.9647026934499,43.7073369293251,2,18/19,Serie A,Ligue 1,38150000,Serie ALigue 1,Italy
216,2018,IT1,FR1,10.0629927867361,44.1794726771023,3,18/19,Serie A,Ligue 1,38150000,Serie ALigue 1,Italy
217,2018,IT1,FR1,9.14578558534252,44.6207479538932,4,18/19,Serie A,Ligue 1,38150000,Serie ALigue 1,Italy
218,2018,IT1,FR1,8.21413688945487,45.0306548062949,5,18/19,Serie A,Ligue 1,38150000,Serie ALigue 1,Italy
219,2018,IT1,FR1,7.26911912290983,45.4087213891996,6,18/19,Serie A,Ligue 1,38150000,Serie ALigue 1,Italy
220,2018,IT1,FR1,6.31182009872473,45.7545125089371,7,18/19,Serie A,Ligue 1,38150000,Serie ALigue 1,Italy
221,2018,IT1,FR1,5.34334176691243,46.0676301242274,8,18/19,Serie A,Ligue 1,38150000,Serie ALigue 1,Italy
222,2018,IT1,FR1,4.36479894602305,46.3477138043676,9,18/19,Serie A,Ligue 1,38150000,Serie ALigue 1,Italy
223,2018,IT1,FR1,3.37731803987276,46.5944411441248,10,18/19,Serie A,Ligue 1,38150000,Serie ALigue 1,Italy
224,2018,IT1,FR1,2.38203574093668,46.8075281348576,11,18/19,Serie A,Ligue 1,38150000,Serie ALigue 1,Italy
225,2018,GB1,IT1,-1.23427854516184,52.9131706636476,0,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
226,2018,GB1,IT1,-0.520566824116244,52.1830493259648,1,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
227,2018,GB1,IT1,0.20790454132743,51.4676535905665,2,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
228,2018,GB1,IT1,0.950831789802507,50.7672817664824,3,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
229,2018,GB1,IT1,1.7079051320611,50.0822258980024,4,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
230,2018,GB1,IT1,2.47880888015167,49.412771642898,5,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
231,2018,GB1,IT1,3.26322157905585,48.7591981533076,6,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
232,2018,GB1,IT1,4.06081614073042,48.1217779593345,7,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
233,2018,GB1,IT1,4.87125998049788,47.5007768554058,8,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
234,2018,GB1,IT1,5.69421515572914,46.8964537894407,9,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
235,2018,GB1,IT1,6.52933850676054,46.3090607548722,10,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
236,2018,GB1,IT1,7.37628179998607,45.7388426855707,11,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
237,2018,GB1,IT1,8.23469187306535,45.1860373537101,12,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
238,2018,GB1,IT1,9.1042107821871,44.6508752706201,13,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
239,2018,GB1,IT1,9.98447595132597,44.1335795906666,14,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
240,2018,GB1,IT1,10.8751203234313,43.6343660182004,15,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
241,2018,GB1,IT1,11.7757725134845,43.1534427176107,16,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
242,2018,GB1,IT1,12.6860569633603,42.6910102265249,17,18/19,Premier League,Serie A,24920000,Premier LeagueSerie A,United Kingdom
243,2018,IT1,GB1,12.7196237583851,42.6741634685888,0,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
244,2018,IT1,GB1,12.0061185048749,43.404486576337,1,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
245,2018,IT1,GB1,11.277849443949,44.1200882556221,2,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
246,2018,IT1,GB1,10.5351202526164,44.8206701115389,3,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
247,2018,IT1,GB1,9.77824063753794,45.5059400122177,4,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
248,2018,IT1,GB1,9.00752620588409,46.1756122106387,5,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
249,2018,IT1,GB1,8.2232983337311,46.8294074637844,6,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
250,2018,IT1,GB1,7.42588403205231,47.4670531490797,7,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
251,2018,IT1,GB1,6.61561581035955,48.0882833780708,8,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
252,2018,IT1,GB1,5.79283153805184,48.6928391072973,9,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
253,2018,IT1,GB1,4.95787430352896,49.2804682463089,10,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
254,2018,IT1,GB1,4.11109227112894,49.8509257627831,11,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
255,2018,IT1,GB1,3.25283853594881,50.4039737847007,12,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
256,2018,IT1,GB1,2.38347097660942,50.9393816995337,13,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
257,2018,IT1,GB1,1.50335210602553,51.4569262504079,14,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
258,2018,IT1,GB1,0.612848920243497,51.9563916291977,15,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
259,2018,IT1,GB1,-0.287667254590446,52.437569566514,16,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
260,2018,IT1,GB1,-1.19782091706744,52.9002594185502,17,18/19,Serie A,Premier League,191150000,Serie APremier League,Italy
261,2019,L1,ES1,9.94753098878138,51.5279541844924,0,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
262,2019,L1,ES1,8.99619035569207,51.1935781229255,1,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
263,2019,L1,ES1,8.05910817939199,50.821108868387,2,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
264,2019,L1,ES1,7.13780906462055,50.4111524172399,3,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
265,2019,L1,ES1,6.23379193754696,49.9643757563976,4,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
266,2019,L1,ES1,5.34852760706212,49.4815057781561,5,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
267,2019,L1,ES1,4.48345637181647,48.9633280975615,6,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
268,2019,L1,ES1,3.63998567689703,48.4106857742385,7,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
269,2019,L1,ES1,2.81948782395621,47.8244779407568,8,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
270,2019,L1,ES1,2.02329773851804,47.2056583397698,9,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
271,2019,L1,ES1,1.25271079809413,46.5552337723034,10,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
272,2019,L1,ES1,0.50898072464312,45.8742624597209,11,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
273,2019,L1,ES1,-0.206682455197551,45.1638523220285,12,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
274,2019,L1,ES1,-0.893114378788837,44.4251591753224,13,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
275,2019,L1,ES1,-1.54919824187341,43.6593848513106,14,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
276,2019,L1,ES1,-2.17386661558281,42.8677752419684,15,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
277,2019,L1,ES1,-2.76610318311241,42.0516182725093,16,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
278,2019,L1,ES1,-3.3249443932385,41.2122418059697,17,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
279,2019,L1,ES1,-3.84948102798739,40.3510114828145,18,19/20,Bundesliga,LaLiga,101000000,BundesligaLaLiga,Germany
280,2019,ES1,L1,-3.86242229864938,40.3307214714556,0,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
281,2019,ES1,L1,-2.91096616914193,40.6647687500532,1,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
282,2019,ES1,L1,-1.97375533137846,41.036914146766,2,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
283,2019,ES1,L1,-1.05231459942673,41.4465521921377,3,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
284,2019,ES1,L1,-0.148143129862877,41.8930164172919,4,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
285,2019,ES1,L1,0.737288017311553,42.3755804382561,5,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
286,2019,ES1,L1,1.60253827204036,42.8934591377674,6,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
287,2019,ES1,L1,2.44619989797718,43.4458099426346,7,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
288,2019,ES1,L1,3.26690028283051,44.0317341945796,8,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
289,2019,ES1,L1,4.06330417156294,44.6502786123279,9,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
290,2019,ES1,L1,4.8341158388113,45.3004368425685,10,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
291,2019,ES1,L1,5.57808119699311,45.9811510972607,11,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
292,2019,ES1,L1,6.29398983666968,46.6913138746239,12,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
293,2019,ES1,L1,6.98067699584615,47.4297697610098,13,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
294,2019,ES1,L1,7.6370254550045,48.1953173107258,14,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
295,2019,ES1,L1,8.26196735478636,48.9867110007517,15,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
296,2019,ES1,L1,8.85448593336835,49.8026632571681,16,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
297,2019,ES1,L1,9.41361718070317,50.6418465500008,17,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
298,2019,ES1,L1,9.93845140693526,51.5028955530727,18,19/20,LaLiga,Bundesliga,121000000,LaLigaBundesliga,Spain
299,2019,L1,FR1,2.373990788677,46.8151312885301,0,19/20,Bundesliga,Ligue 1,58000000,BundesligaLigue 1,Germany
300,2019,L1,FR1,3.33787085411091,47.1012360918917,1,19/20,Bundesliga,Ligue 1,58000000,BundesligaLigue 1,Germany
301,2019,L1,FR1,4.28041882571043,47.4512704620343,2,19/20,Bundesliga,Ligue 1,58000000,BundesligaLigue 1,Germany
302,2019,L1,FR1,5.19739985328873,47.8636617011617,3,19/20,Bundesliga,Ligue 1,58000000,BundesligaLigue 1,Germany
303,2019,L1,FR1,6.08469395845426,48.336556943246,4,19/20,Bundesliga,Ligue 1,58000000,BundesligaLigue 1,Germany
304,2019,L1,FR1,6.93831454559573,48.8678314789201,5,19/20,Bundesliga,Ligue 1,58000000,BundesligaLigue 1,Germany
305,2019,L1,FR1,7.7544263135806,49.4550983017563,6,19/20,Bundesliga,Ligue 1,58000000,BundesligaLigue 1,Germany
306,2019,L1,FR1,8.52936248769049,50.0957188330409,7,19/20,Bundesliga,Ligue 1,58000000,BundesligaLigue 1,Germany
307,2019,L1,FR1,9.25964129437052,50.7868147768588,8,19/20,Bundesliga,Ligue 1,58000000,BundesligaLigue 1,Germany
308,2019,L1,FR1,9.94198160477199,51.5252810522219,9,19/20,Bundesliga,Ligue 1,58000000,BundesligaLigue 1,Germany
309,2019,FR1,L1,9.94956172111757,51.520763926178,0,19/20,Ligue 1,Bundesliga,95500000,Ligue 1Bundesliga,France
310,2019,FR1,L1,8.98554693765282,51.2351133768894,1,19/20,Ligue 1,Bundesliga,95500000,Ligue 1Bundesliga,France
311,2019,FR1,L1,8.04283411925509,50.8855232153057,2,19/20,Ligue 1,Bundesliga,95500000,Ligue 1Bundesliga,France
312,2019,FR1,L1,7.12565885676478,50.4735641434025,3,19/20,Ligue 1,Bundesliga,95500000,Ligue 1Bundesliga,France
313,2019,FR1,L1,6.23814200126717,50.0010870854885,4,19/20,Ligue 1,Bundesliga,95500000,Ligue 1Bundesliga,France
314,2019,FR1,L1,5.38427114918662,49.4702148720371,5,19/20,Ligue 1,Bundesliga,95500000,Ligue 1Bundesliga,France
315,2019,FR1,L1,4.56788272609127,48.8833327018501,6,19/20,Ligue 1,Bundesliga,95500000,Ligue 1Bundesliga,France
316,2019,FR1,L1,3.7926447497057,48.243077425404,7,19/20,Ligue 1,Bundesliga,95500000,Ligue 1Bundesliga,France
317,2019,FR1,L1,3.06204034957667,47.552325697531,8,19/20,Ligue 1,Bundesliga,95500000,Ligue 1Bundesliga,France
318,2019,FR1,L1,2.37935211743811,46.8141810526632,9,19/20,Ligue 1,Bundesliga,95500000,Ligue 1Bundesliga,France
319,2019,L1,GB1,9.94808959143682,51.524941009034,0,19/20,Bundesliga,Premier League,119000000,BundesligaPremier League,Germany
320,2019,L1,GB1,8.97197213328501,51.8597782601902,1,19/20,Bundesliga,Premier League,119000000,BundesligaPremier League,Germany
321,2019,L1,GB1,7.98286779465887,52.1540466481995,2,19/20,Bundesliga,Premier League,119000000,BundesligaPremier League,Germany
322,2019,L1,GB1,6.98246188476682,52.4072447767938,3,19/20,Bundesliga,Premier League,119000000,BundesligaPremier League,Germany
323,2019,L1,GB1,5.97245896927115,52.6189412282541,4,19/20,Bundesliga,Premier League,119000000,BundesligaPremier League,Germany
324,2019,L1,GB1,4.95457996592295,52.7887752984918,5,19/20,Bundesliga,Premier League,119000000,BundesligaPremier League,Germany
325,2019,L1,GB1,3.93055921233492,52.9164576116429,6,19/20,Bundesliga,Premier League,119000000,BundesligaPremier League,Germany
326,2019,L1,GB1,2.90214151088858,53.0017706131284,7,19/20,Bundesliga,Premier League,119000000,BundesligaPremier League,Germany
327,2019,L1,GB1,1.8710791558108,53.0445689403394,8,19/20,Bundesliga,Premier League,119000000,BundesligaPremier League,Germany
328,2019,L1,GB1,0.839128947485076,53.0447796703172,9,19/20,Bundesliga,Premier League,119000000,BundesligaPremier League,Germany
329,2019,L1,GB1,-0.191950800914948,53.0024024440044,10,19/20,Bundesliga,Premier League,119000000,BundesligaPremier League,Germany
330,2019,L1,GB1,-1.22040325936971,52.917509466857,11,19/20,Bundesliga,Premier League,119000000,BundesligaPremier League,Germany
331,2019,GB1,L1,-1.23339818829052,52.9154848567832,0,19/20,Premier League,Bundesliga,50400000,Premier LeagueBundesliga,United Kingdom
332,2019,GB1,L1,-0.257228145543142,52.5808009394623,1,19/20,Premier League,Bundesliga,50400000,Premier LeagueBundesliga,United Kingdom
333,2019,GB1,L1,0.731922404912512,52.2866879247828,2,19/20,Premier League,Bundesliga,50400000,Premier LeagueBundesliga,United Kingdom
334,2019,GB1,L1,1.73236807512891,52.0336469442759,3,19/20,Premier League,Bundesliga,50400000,Premier LeagueBundesliga,United Kingdom
335,2019,GB1,L1,2.74240423169714,51.8221091479002,4,19/20,Premier League,Bundesliga,50400000,Premier LeagueBundesliga,United Kingdom
336,2019,GB1,L1,3.76030990022755,51.652434969416,5,19/20,Premier League,Bundesliga,50400000,Premier LeagueBundesliga,United Kingdom
337,2019,GB1,L1,4.78435069767331,51.5249135122518,6,19/20,Premier League,Bundesliga,50400000,Premier LeagueBundesliga,United Kingdom
338,2019,GB1,L1,5.81278178750069,51.4397620569085,7,19/20,Premier League,Bundesliga,50400000,Premier LeagueBundesliga,United Kingdom
339,2019,GB1,L1,6.84385085267072,51.3971256907404,8,19/20,Premier League,Bundesliga,50400000,Premier LeagueBundesliga,United Kingdom
340,2019,GB1,L1,7.87580108136673,51.3970770607452,9,19/20,Premier League,Bundesliga,50400000,Premier LeagueBundesliga,United Kingdom
341,2019,GB1,L1,8.90687416038038,51.4396162497823,10,19/20,Premier League,Bundesliga,50400000,Premier LeagueBundesliga,United Kingdom
342,2019,GB1,L1,9.93531327105591,51.5246707764316,11,19/20,Premier League,Bundesliga,50400000,Premier LeagueBundesliga,United Kingdom
343,2019,L1,IT1,12.7194664000327,42.6750640283958,0,19/20,Bundesliga,Serie A,32650000,BundesligaSerie A,Germany
344,2019,L1,IT1,12.5775158771036,43.7003755934881,1,19/20,Bundesliga,Serie A,32650000,BundesligaSerie A,Germany
345,2019,L1,IT1,12.3932444835764,44.718932322394,2,19/20,Bundesliga,Serie A,32650000,BundesligaSerie A,Germany
346,2019,L1,IT1,12.1669681089005,45.7289881420077,3,19/20,Bundesliga,Serie A,32650000,BundesligaSerie A,Germany
347,2019,L1,IT1,11.8990746500689,46.7288115520092,4,19/20,Bundesliga,Serie A,32650000,BundesligaSerie A,Germany
348,2019,L1,IT1,11.590023346661,47.7166885931099,5,19/20,Bundesliga,Serie A,32650000,BundesligaSerie A,Germany
349,2019,L1,IT1,11.2403439935853,48.6909257852271,6,19/20,Bundesliga,Serie A,32650000,BundesligaSerie A,Germany
350,2019,L1,IT1,10.8506360328727,49.6498530305534,7,19/20,Bundesliga,Serie A,32650000,BundesligaSerie A,Germany
351,2019,L1,IT1,10.4215675260754,50.5918264765415,8,19/20,Bundesliga,Serie A,32650000,BundesligaSerie A,Germany
352,2019,L1,IT1,9.95387400903436,51.515231333898,9,19/20,Bundesliga,Serie A,32650000,BundesligaSerie A,Germany
353,2019,IT1,L1,9.9485571835693,51.5248145907371,0,19/20,Serie A,Bundesliga,30750000,Serie ABundesliga,Italy
354,2019,IT1,L1,10.0906043401725,50.499516408854,1,19/20,Serie A,Bundesliga,30750000,Serie ABundesliga,Italy
355,2019,IT1,L1,10.2749717305513,49.4809770518153,2,19/20,Serie A,Bundesliga,30750000,Serie ABundesliga,Italy
356,2019,IT1,L1,10.5013433006923,48.4709425629468,3,19/20,Serie A,Bundesliga,30750000,Serie ABundesliga,Italy
357,2019,IT1,L1,10.7693309904126,47.471144406002,4,19/20,Serie A,Bundesliga,30750000,Serie ABundesliga,Italy
358,2019,IT1,L1,11.0784753985965,46.4832964969793,5,19/20,Serie A,Bundesliga,30750000,Serie ABundesliga,Italy
359,2019,IT1,L1,11.4282465707293,45.5090922660211,6,19/20,Serie A,Bundesliga,30750000,Serie ABundesliga,Italy
360,2019,IT1,L1,11.8180449073784,44.550201754431,7,19/20,Serie A,Bundesliga,30750000,Serie ABundesliga,Italy
361,2019,IT1,L1,12.2472021920635,43.6082687517851,8,19/20,Serie A,Bundesliga,30750000,Serie ABundesliga,Italy
362,2019,IT1,L1,12.7149827367549,42.684907978046,9,19/20,Serie A,Bundesliga,30750000,Serie ABundesliga,Italy
363,2019,ES1,FR1,2.37400008367352,46.8112151872169,0,19/20,LaLiga,Ligue 1,127500000,LaLigaLigue 1,Spain
364,2019,ES1,FR1,1.50131713707591,46.2950131220792,1,19/20,LaLiga,Ligue 1,127500000,LaLigaLigue 1,Spain
365,2019,ES1,FR1,0.665500543881693,45.7210351435156,2,19/20,LaLiga,Ligue 1,127500000,LaLigaLigue 1,Spain
366,2019,ES1,FR1,-0.129630793812144,45.0919037954237,3,19/20,LaLiga,Ligue 1,127500000,LaLigaLigue 1,Spain
367,2019,ES1,FR1,-0.880443867570952,44.4104936211472,4,19/20,LaLiga,Ligue 1,127500000,LaLigaLigue 1,Spain
368,2019,ES1,FR1,-1.58350816208172,43.6799180294944,5,19/20,LaLiga,Ligue 1,127500000,LaLigaLigue 1,Spain
369,2019,ES1,FR1,-2.23561132940773,42.9035150693647,6,19/20,LaLiga,Ligue 1,127500000,LaLigaLigue 1,Spain
370,2019,ES1,FR1,-2.83377386642184,42.084832177979,7,19/20,LaLiga,Ligue 1,127500000,LaLigaLigue 1,Spain
371,2019,ES1,FR1,-3.37526272835613,41.2276099724012,8,19/20,LaLiga,Ligue 1,127500000,LaLigaLigue 1,Spain
372,2019,ES1,FR1,-3.85760381626696,40.3357651584073,9,19/20,LaLiga,Ligue 1,127500000,LaLigaLigue 1,Spain
373,2019,FR1,ES1,-3.86254233785258,40.3319845511868,0,19/20,Ligue 1,LaLiga,181750000,Ligue 1LaLiga,France
374,2019,FR1,ES1,-2.98977831638016,40.848049527869,1,19/20,Ligue 1,LaLiga,181750000,Ligue 1LaLiga,France
375,2019,FR1,ES1,-2.15387157234636,41.4218962082755,2,19/20,Ligue 1,LaLiga,181750000,Ligue 1LaLiga,France
376,2019,FR1,ES1,-1.35864141975335,42.0509026484187,3,19/20,Ligue 1,LaLiga,181750000,Ligue 1LaLiga,France
377,2019,FR1,ES1,-0.607721318527698,42.7321948756678,4,19/20,Ligue 1,LaLiga,181750000,Ligue 1LaLiga,France
378,2019,FR1,ES1,0.095457727001893,43.4626600201222,5,19/20,Ligue 1,LaLiga,181750000,Ligue 1LaLiga,France
379,2019,FR1,ES1,0.747682844593614,44.2389605375233,6,19/20,Ligue 1,LaLiga,181750000,Ligue 1LaLiga,France
380,2019,FR1,ES1,1.34597397392136,45.0575494587178,7,19/20,Ligue 1,LaLiga,181750000,Ligue 1LaLiga,France
381,2019,FR1,ES1,1.88759748267034,45.9146865959982,8,19/20,Ligue 1,LaLiga,181750000,Ligue 1LaLiga,France
382,2019,FR1,ES1,2.37007865668653,46.8064556322709,9,19/20,Ligue 1,LaLiga,181750000,Ligue 1LaLiga,France
383,2019,ES1,GB1,-3.86656631069273,40.3330288573205,0,19/20,LaLiga,Premier League,168000000,LaLigaPremier League,Spain
384,2019,ES1,GB1,-3.50117836266055,41.2574101804816,1,19/20,LaLiga,Premier League,168000000,LaLigaPremier League,Spain
385,2019,ES1,GB1,-3.16218692218413,42.1917944624876,2,19/20,LaLiga,Premier League,168000000,LaLigaPremier League,Spain
386,2019,ES1,GB1,-2.84986539324417,43.1354281020622,3,19/20,LaLiga,Premier League,168000000,LaLigaPremier League,Spain
387,2019,ES1,GB1,-2.56446566995682,44.0875500381206,4,19/20,LaLiga,Premier League,168000000,LaLigaPremier League,Spain
388,2019,ES1,GB1,-2.30621793341553,45.0473923635822,5,19/20,LaLiga,Premier League,168000000,LaLigaPremier League,Spain
389,2019,ES1,GB1,-2.07533046604502,46.014180944704,6,19/20,LaLiga,Premier League,168000000,LaLigaPremier League,Spain
390,2019,ES1,GB1,-1.87198948361698,46.9871360454364,7,19/20,LaLiga,Premier League,168000000,LaLigaPremier League,Spain
391,2019,ES1,GB1,-1.69635898506291,47.9654729562978,8,19/20,LaLiga,Premier League,168000000,LaLigaPremier League,Spain
392,2019,ES1,GB1,-1.54858062020555,48.9484026272592,9,19/20,LaLiga,Premier League,168000000,LaLigaPremier League,Spain
393,2019,ES1,GB1,-1.42877357551507,49.9351323041305,10,19/20,LaLiga,Premier League,168000000,LaLigaPremier League,Spain
394,2019,ES1,GB1,-1.33703447798266,50.9248661679344,11,19/20,LaLiga,Premier League,168000000,LaLigaPremier League,Spain
395,2019,ES1,GB1,-1.27343731718879,51.916805976751,12,19/20,LaLiga,Premier League,168000000,LaLigaPremier League,Spain
396,2019,ES1,GB1,-1.2380333856289,52.9101517095179,13,19/20,LaLiga,Premier League,168000000,LaLigaPremier League,Spain
397,2019,GB1,ES1,-1.23079067911815,52.9137918641723,0,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom
398,2019,GB1,ES1,-1.59603341971231,51.9893531568372,1,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom
399,2019,GB1,ES1,-1.93487808179957,51.0549156371757,2,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom
400,2019,GB1,ES1,-2.24705137977919,50.1112329494015,3,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom
401,2019,GB1,ES1,-2.53230153908652,49.1590661941578,4,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom
402,2019,GB1,ES1,-2.79039849925471,48.1991833146729,5,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom
403,2019,GB1,ES1,-3.02113409946348,47.2323584773976,6,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom
404,2019,GB1,ES1,-3.22432224642532,46.2593714476226,7,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom
405,2019,GB1,ES1,-3.39979906447384,45.2810069605813,8,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom
406,2019,GB1,ES1,-3.547423027733,44.2980540885432,9,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom
407,2019,GB1,ES1,-3.66707507426087,43.3113056044107,10,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom
408,2019,GB1,ES1,-3.75865870207564,42.3215573423296,11,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom
409,2019,GB1,ES1,-3.82210004698658,41.3296075558323,12,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom
410,2019,GB1,ES1,-3.85734794216713,40.3362562740284,13,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom
411,2019,ES1,IT1,-3.86096634570212,40.3337998805472,0,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain
412,2019,ES1,IT1,-2.87153041486559,40.3160332611943,1,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain
413,2019,ES1,IT1,-1.88193665668721,40.3178519882105,2,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain
414,2019,ES1,IT1,-0.892572714483214,40.3392553491647,3,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain
415,2019,ES1,IT1,0.0961738584536387,40.3802349599399,4,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain
416,2019,ES1,IT1,1.08391575066612,40.4407747680175,5,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain
417,2019,ES1,IT1,2.07026604425032,40.5208510587654,6,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain
418,2019,ES1,IT1,3.05483836641879,40.6204324647273,7,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain
419,2019,ES1,IT1,4.03724704085048,40.7394799779102,8,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain
420,2019,ES1,IT1,5.01710723876747,40.8779469650644,9,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain
